scenario_id,current_cmd,next_cmd,bank_relation,burst_length,requested_gap_nck,ws_operand,data_rate_mbps,MR1.OP[4:0],MR1.OP[5],MR1.OP[6],MR11.OP[4],MR23.OP[0],MR23.OP[2],result_state,min_nck,max_nck,rule_id,warning_count,RL,WL,tWTR_S,tWTR_L,WR->RD min (diff BG),WR->RD min (same BG),tRTW
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3200.0,00100,1,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,22,15,10,15,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,20,12,6,12,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,12,6,12,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,20,12,10,15,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,12,10,15,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,22,12,8,14,,,18
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,12,8,14,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,22,12,12,17,,,18
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,0,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,12,12,17,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,20,18,6,12,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,18,6,12,,,14
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,20,18,10,15,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,18,10,15,,,14
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,22,18,8,14,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,18,8,14,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,22,18,12,17,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,3750.0,00101,1,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,18,12,17,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,12,7,13,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,12,7,13,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,12,11,18,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,12,11,18,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,12,9,15,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,12,9,15,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,12,14,20,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,0,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,12,14,20,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,21,7,13,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,21,7,13,,,14
